barcode,skuId,productName,category,location,inventoryDate,currentStock,minStock,safetyStock,reorderPoint,maxStock,stockStatus,coverDays,outbound14dTotal,avgDailyOutbound14d,outbound30dTotal,avgDailyOutbound30d,lifecycleStatus
R006102350010,13222356,아이엠 리빙박스 수납정리함 M 화이트 2개,리빙박스 로코스,320-A1-1-304,2026-04-16,3,0,0,0,4,normal,42.00,1,0.07,4,0.13,active
R006878750008,14161957,아이엠 리빙박스 수납정리함 M 크림 2개,리빙박스 로코스,320-A1-1-305,2026-04-16,4,1,1,1,8,normal,11.20,5,0.36,8,0.27,active
R012319330002,24225728,보노하우스 로코스 수납 바스켓 L 라이트 화이트 8개,리빙박스 로코스,320-A1-1-306,2026-04-16,65,20,20,20,203,normal,8.83,103,7.36,203,6.77,active
R012319330001,24225727,보노하우스 로코스 수납 바스켓 L 아이보리 8개,리빙박스 로코스,320-A1-1-307,2026-04-16,14,4,4,4,40,normal,10.32,19,1.36,40,1.33,active
R010589610001,17961059,보노하우스 로코스 수납 바스켓 XS 8개 화이트 1팩,리빙박스 로코스,320-A1-1-308,2026-04-16,4,1,1,1,7,normal,28.00,2,0.14,7,0.23,active
R010639420001,18069283,보노하우스 로코스 수납 바스켓 XS 8개 크림 1팩,리빙박스 로코스,320-A1-1-309,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R013337950005,28257475,보노하우스 목 늘림 방지 옷걸이 블랙 30개,옷걸이 밸런스,320-A1-1-312,2026-04-16,10,1,1,1,12,normal,23.33,6,0.43,12,0.40,active
R013337950006,28257476,보노하우스 목 늘림 방지 옷걸이 블랙 50개,옷걸이 밸런스,320-A1-1-313,2026-04-16,4,0,0,0,5,normal,56.00,1,0.07,5,0.17,active
R013337950003,28257473,보노하우스 목 늘림 방지 옷걸이 화이트 30개,옷걸이 밸런스,320-A1-1-314,2026-04-16,18,1,1,1,10,high,42.00,6,0.43,10,0.33,active
R011140120001,19318949,보노하우스 레인포그 반투명 라운드 리빙박스 S 4개,리빙박스 로코스,320-A1-1-295,2026-04-16,5,1,1,1,6,normal,70.00,1,0.07,6,0.20,active
R006102350006,13222359,아이엠 리빙박스 수납정리함 L 화이트 4개,리빙박스 로코스,320-A1-1-296,2026-04-16,14,0,0,0,3,high,196.00,1,0.07,3,0.10,active
R006106160001,13238586,아이엠 리빙박스 수납정리함 L 크림 4개,리빙박스 로코스,320-A1-1-297,2026-04-16,9,0,0,0,0,normal,,0,0.00,0,0.00,active
R006207930003,13210703,아이엠 리빙박스 수납정리함 L 화이트 2개,리빙박스 로코스,320-A1-1-298,2026-04-16,25,1,1,1,13,high,43.75,8,0.57,13,0.43,active
R006102350013,13222360,아이엠 리빙박스 수납정리함 L 크림 2개,리빙박스 로코스,320-A1-1-299,2026-04-16,183,1,1,1,8,high,1281.00,2,0.14,8,0.27,active
R006878000002,14162838,로코스 수납 바스켓 L 3개 화이트,리빙박스 로코스,320-A1-1-300,2026-04-16,105,15,15,15,146,normal,31.96,46,3.29,146,4.87,active
R006878000001,14162837,로코스 수납 바스켓 L 3개 크림,리빙박스 로코스,320-A1-1-301,2026-04-16,54,24,24,24,240,normal,7.41,102,7.29,240,8.00,active
R006102350020,13222358,아이엠 리빙박스 수납정리함 M 화이트 4개,리빙박스 로코스,320-A1-1-302,2026-04-16,4,0,0,0,4,normal,28.00,2,0.14,4,0.13,active
R006878750004,14161951,아이엠 리빙박스 수납정리함 M 크림 4개,리빙박스 로코스,320-A1-1-303,2026-04-16,4,0,0,0,2,high,56.00,1,0.07,2,0.07,active
R012949320005,26737353,보노하우스 다용도 트레이  반투명 중형 4개,핸들러 바스켓,320-A1-1-283,2026-04-16,5,2,2,2,20,normal,14.00,5,0.36,20,0.67,active
R014052850008,31319254,보노하우스 팬트리 리빙박스  화이트 L 4개 1팩,리빙박스 로코스,320-A1-1-284,2026-04-16,63,33,33,33,329,normal,7.11,124,8.86,329,10.97,active
R014052850009,31319255,보노하우스 팬트리 리빙박스  크림 L 4개 1팩,리빙박스 로코스,320-A1-1-285,2026-04-16,43,5,5,5,53,normal,33.44,18,1.29,53,1.77,active
R014052850001,31319251,보노하우스 팬트리 리빙박스  그레이 L 4개 1팩,리빙박스 로코스,320-A1-1-286,2026-04-16,132,3,3,3,27,high,205.33,9,0.64,27,0.90,active
R010979450001,18920375,보노하우스 반투명 라운드 리빙박스 L4개 투명 1팩,리빙박스 로코스,320-A1-1-287,2026-04-16,4,1,1,1,13,normal,7.00,8,0.57,13,0.43,active
R014052850005,31319250,보노하우스 팬트리 리빙박스  화이트 M 4개 1팩,리빙박스 로코스,320-A1-1-288,2026-04-16,68,19,19,19,194,normal,9.81,97,6.93,194,6.47,active
R014052850006,31319252,보노하우스 팬트리 리빙박스  크림 M 4개 1팩,리빙박스 로코스,320-A1-1-289,2026-04-16,28,4,4,4,39,normal,35.64,11,0.79,39,1.30,active
R014052850007,31319253,보노하우스 팬트리 리빙박스  그레이 M 4개 1팩,리빙박스 로코스,320-A1-1-290,2026-04-16,4,2,2,2,18,normal,6.22,9,0.64,18,0.60,active
R011140330001,19486701,보노하우스 레인포그 반투명 라운드 리빙박스(뚜껑포함) M 4개,리빙박스 로코스,320-A1-1-291,2026-04-16,4,1,1,1,8,normal,18.67,3,0.21,8,0.27,active
R014052850002,31319245,보노하우스 팬트리 리빙박스  화이트 S 4개 1팩,리빙박스 로코스,320-A1-1-292,2026-04-16,32,11,11,11,114,normal,7.86,57,4.07,114,3.80,active
R014052850003,31319248,보노하우스 팬트리 리빙박스  크림 S 4개 1팩,리빙박스 로코스,320-A1-1-293,2026-04-16,8,2,2,2,22,normal,12.44,9,0.64,22,0.73,active
R014052850004,31319249,보노하우스 팬트리 리빙박스  그레이 S 4개 1팩,리빙박스 로코스,320-A1-1-294,2026-04-16,4,1,1,1,11,normal,9.33,6,0.43,11,0.37,active
R012319980003,24335717,보노하우스 로코스 수납정리함 화이트 M 6개 1팩,리빙박스 로코스,320-A1-1-268,2026-04-16,25,9,9,9,89,normal,12.50,28,2.00,89,2.97,active
R012218820001,23529838,보노하우스 리빙 그립 바스켓 슬림형 8개 크림 1팩,핸들러 바스켓,320-A1-1-271,2026-04-16,4,2,2,2,20,normal,9.33,6,0.43,20,0.67,active
R012426740002,24629642,보노하우스 리빙 그립 바스켓  S 화이트 4개,핸들러 바스켓,320-A1-1-272,2026-04-16,20,8,8,8,79,normal,5.28,53,3.79,79,2.63,active
R012426740001,24629637,보노하우스 리빙 그립 바스켓  S 크림 4개,핸들러 바스켓,320-A1-1-273,2026-04-16,13,4,4,4,39,normal,12.13,15,1.07,39,1.30,active
R012218880002,23553314,보노하우스 리빙 그립 바스켓 베이직 8개 화이트 1팩,핸들러 바스켓,320-A1-1-274,2026-04-16,4,0,0,0,5,normal,28.00,2,0.14,5,0.17,active
R012218880001,23553313,보노하우스 리빙 그립 바스켓 베이직 8개 크림 1팩,핸들러 바스켓,320-A1-1-275,2026-04-16,4,0,0,0,5,normal,56.00,1,0.07,5,0.17,active
R012426740004,24629644,보노하우스 리빙 그립 바스켓  M 화이트 4개,핸들러 바스켓,320-A1-1-276,2026-04-16,17,5,5,5,49,normal,9.92,24,1.71,49,1.63,active
R012426740003,24629640,보노하우스 리빙 그립 바스켓  M 크림 4개,핸들러 바스켓,320-A1-1-277,2026-04-16,107,3,3,3,33,high,107.00,14,1.00,33,1.10,active
R012218910002,23530434,보노하우스 리빙 그립 바스켓 L 8개 화이트,핸들러 바스켓,320-A1-1-278,2026-04-16,9,0,0,0,3,high,42.00,3,0.21,3,0.10,active
R012218910001,23530433,보노하우스 리빙 그립 바스켓 와이드 8개 크림 1팩,핸들러 바스켓,320-A1-1-279,2026-04-16,1,0,0,0,0,normal,,0,0.00,0,0.00,active
R012426740006,24629645,보노하우스 리빙 그립 바스켓  L 화이트 4개,핸들러 바스켓,320-A1-1-280,2026-04-16,60,12,12,12,120,normal,11.67,72,5.14,120,4.00,active
R012426740005,24629641,보노하우스 리빙 그립 바스켓  L 크림 4개,핸들러 바스켓,320-A1-1-281,2026-04-16,55,12,12,12,120,normal,20.81,37,2.64,120,4.00,active
R012949320004,26737352,보노하우스 다용도 트레이  반투명 대형 4개,핸들러 바스켓,320-A1-1-282,2026-04-16,16,1,1,1,10,high,44.80,5,0.36,10,0.33,active
R001475620006,7682150,보노 슬림서랍장 2단 투명(바퀴포함),슬림서랍장,320-A1-1-253,2026-04-16,5,0,0,0,0,normal,,0,0.00,0,0.00,active
R000695390004,3211579,슬림 서랍장 2단 그레이,슬림서랍장,320-A1-1-254,2026-04-16,10,1,1,1,12,normal,20.00,7,0.50,12,0.40,active
R012318880002,24335598,보노하우스 우드상판 슬림 서랍장 2단 화이트 1개,슬림서랍장,320-A1-1-255,2026-04-16,14,10,10,10,103,normal,10.89,18,1.29,103,3.43,active
R012318880001,24335591,보노하우스 우드상판 슬림 서랍장 2단 투명 1개,슬림서랍장,320-A1-1-256,2026-04-16,7,3,3,3,27,normal,7.00,14,1.00,27,0.90,active
R004064670013,11070719,모던 틈새 슬림서랍장 화이트 2단 2개,슬림서랍장,320-A1-1-257,2026-04-16,9,1,1,1,11,normal,21.00,6,0.43,11,0.37,active
R000538800016,3094772,Box_모던해피박스_그레이_2개,해피,320-A1-1-258,2026-04-16,6,1,1,1,10,normal,16.80,5,0.36,10,0.33,active
R000538800020,3094776,Box_모던해피박스_아이보리_2개,해피,320-A1-1-259,2026-04-16,16,2,2,2,25,normal,28.00,8,0.57,25,0.83,active
R001327720022,7097091,BOX_모던 해피박스 2P 블루+그레이,해피,320-A1-1-260,2026-04-16,20,1,1,1,13,high,56.00,5,0.36,13,0.43,active
R001327720028,7097097,BOX_모던 해피박스 2P 바이올렛+아이보리,해피,320-A1-1-261,2026-04-16,28,11,11,11,109,normal,10.59,37,2.64,109,3.63,active
R001327720023,7097092,BOX_모던 해피박스 2P 블루+바이올렛,해피,320-A1-1-263,2026-04-16,10,1,1,1,12,normal,35.00,4,0.29,12,0.40,active
R001327720021,7097090,BOX_모던 해피박스 2P 블루+아이보리,해피,320-A1-1-264,2026-04-16,53,23,23,23,234,normal,7.13,104,7.43,234,7.80,active
R001327720038,7097107,BOX_모던 해피박스 4P 바이올렛2개+아이보리2개,해피,320-A1-1-265,2026-04-16,4,0,0,0,3,high,56.00,1,0.07,3,0.10,active
R010638740002,18054290,보노하우스 로코스 수납 바스켓 XS 6개 화이트 1팩,리빙박스 로코스,320-A1-1-266,2026-04-16,25,0,0,0,5,high,87.50,4,0.29,5,0.17,active
R010638740001,18054289,보노하우스 로코스 수납 바스켓 XS 6개 크림 1팩,리빙박스 로코스,320-A1-1-267,2026-04-16,22,0,0,0,3,high,308.00,1,0.07,3,0.10,active
R001475620010,7682276,보노 슬림서랍장 3단 화이트(바퀴포함),슬림서랍장,320-A1-1-241,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R000695390012,3211586,슬림 서랍장 3단 투명,슬림서랍장,320-A1-1-242,2026-04-16,41,12,12,12,115,normal,17.39,33,2.36,115,3.83,active
